Количество уникальных ОКПД2 кодов: 3630
Топ 10 самых часто встречающихся ОКПД2 кодов:
ОКПД2 код: 14.12.30.132, Количество строк: 62481
ОКПД2 код: 25.73.30.156, Количество строк: 4
ОКПД2 код: 25.73.30.157, Количество строк: 4
ОКПД2 код: 25.73.30.181, Количество строк: 4
ОКПД2 код: 25.73.50.110, Количество строк: 4
ОКПД2 код: 28.15.24.113, Количество строк: 4
ОКПД2 код: 26.51.43.137, Количество строк: 4
ОКПД2 код: 26.51.64.110, Количество строк: 4
ОКПД2 код: 26.51.52.190, Количество строк: 4
ОКПД2 код: 28.11.11.000, Количество строк: 4
ОКПД2 код: 28.94.15.000, Количество строк: 4
ОКПД2 код: 28.25.13.114, Количество строк: 4
ОКПД2 код: 28.93.15.121, Количество строк: 4
ОКПД2 код: 28.93.15.125, Количество строк: 4
ОКПД2 код: 28.99.12.123, Количество строк: 4
ОКПД2 код: 31.01.11.140, Количество строк: 4
ОКПД2 код: 16.29.14.193, Количество строк: 4
ОКПД2 код: 17.12.11.110, Количество строк: 4
ОКПД2 код: 17.12.14.181, Количество строк: 4
ОКПД2 код: 08.12.11.193, Количество строк: 4
ОКПД2 код: 23.61.11.131, Количество строк: 4
ОКПД2 код: 23.49.12.000, Количество строк: 4
ОКПД2 код: 23.14.12.140, Количество строк: 4
ОКПД2 код: 23.11.11.120, Количество строк: 4
ОКПД2 код: 13.96.16.110, Количество строк: 4
ОКПД2 код: 14.19.41.120, Количество строк: 4
ОКПД2 код: 13.93.11.120, Количество строк: 4
ОКПД2 код: 13.93.19.120, Количество строк: 4
ОКПД2 код: 15.11.51.000, Количество строк: 4
ОКПД2 код: 21.10.20.110, Количество строк: 4
ОКПД2 код: 10.71.11.119, Количество строк: 4
ОКПД2 код: 10.82.23.137, Количество строк: 4
ОКПД2 код: 10.82.22.134, Количество строк: 4
ОКПД2 код: 10.82.22.133, Количество строк: 4
ОКПД2 код: 10.82.22.119, Количество строк: 4
ОКПД2 код: 10.42.10.141, Количество строк: 4
ОКПД2 код: 20.14.31.140, Количество строк: 4
ОКПД2 код: 20.42.12.110, Количество строк: 4
ОКПД2 код: 10.32.19.141, Количество строк: 4
ОКПД2 код: 11.01.10.179, Количество строк: 4
ОКПД2 код: 10.61.33.130, Количество строк: 4
ОКПД2 код: 10.61.33.113, Количество строк: 4
ОКПД2 код: 10.11.11.120, Количество строк: 4
ОКПД2 код: 10.12.10.120, Количество строк: 4
ОКПД2 код: 10.12.10.130, Количество строк: 4
ОКПД2 код: 10.13.14.521, Количество строк: 4
ОКПД2 код: 10.13.16.119, Количество строк: 4
ОКПД2 код: 10.51.12.110, Количество строк: 4
ОКПД2 код: 10.51.22.131, Количество строк: 4
ОКПД2 код: 10.51.56.153, Количество строк: 4
ОКПД2 код: 10.20.26.111, Количество строк: 4
ОКПД2 код: 10.20.32.120, Количество строк: 4
ОКПД2 код: 10.20.25.112, Количество строк: 4
ОКПД2 код: 10.61.40.000, Количество строк: 4
ОКПД2 код: 21.20.10.259, Количество строк: 4
ОКПД2 код: 20.14.71.110, Количество строк: 4
ОКПД2 код: 21.20.10.241, Количество строк: 4
ОКПД2 код: 21.20.10.192, Количество строк: 4
ОКПД2 код: 21.10.51.125, Количество строк: 4
ОКПД2 код: 26.60.12.119, Количество строк: 4
ОКПД2 код: 32.20.20.150, Количество строк: 4
ОКПД2 код: 32.20.20.130, Количество строк: 4
ОКПД2 код: 32.40.39.154, Количество строк: 4
ОКПД2 код: 32.40.39.232, Количество строк: 4
ОКПД2 код: 26.40.60.000, Количество строк: 4
ОКПД2 код: 32.12.14.190, Количество строк: 4
ОКПД2 код: 32.12.13.130, Количество строк: 4
ОКПД2 код: 32.11.10.000, Количество строк: 4
ОКПД2 код: 32.91.12.130, Количество строк: 4
ОКПД2 код: 32.30.16.133, Количество строк: 4
ОКПД2 код: 01.13.51.120, Количество строк: 4
ОКПД2 код: 01.13.12.150, Количество строк: 4
ОКПД2 код: 01.13.13.000, Количество строк: 4
ОКПД2 код: 01.13.49.130, Количество строк: 4
ОКПД2 код: 01.13.32.000, Количество строк: 4
ОКПД2 код: 01.25.35.000, Количество строк: 4
ОКПД2 код: 24.43.23.140, Количество строк: 4
ОКПД2 код: 24.31.30.110, Количество строк: 4
ОКПД2 код: 13.92.13.111, Количество строк: 4
ОКПД2 код: 28.25.14.112, Количество строк: 4
ОКПД2 код: 13.92.29.140, Количество строк: 4
ОКПД2 код: 28.21.11.112, Количество строк: 4
ОКПД2 код: 26.51.66.113, Количество строк: 4
ОКПД2 код: 11.02.12.113, Количество строк: 4
ОКПД2 код: 32.20.13.174, Количество строк: 4
ОКПД2 код: 28.14.11.130, Количество строк: 4
ОКПД2 код: 10.72.19.110, Количество строк: 4
ОКПД2 код: 26.51.20.120, Количество строк: 4
ОКПД2 код: 30.11.21.120, Количество строк: 4
ОКПД2 код: 28.21.11.110, Количество строк: 4
ОКПД2 код: 11.01.10.170, Количество строк: 4
ОКПД2 код: 11.07, Количество строк: 4
ОКПД2 код: 28.41.3, Количество строк: 4
ОКПД2 код: 22.19.73.110, Количество строк: 3
ОКПД2 код: 29.10.24.110, Количество строк: 3
ОКПД2 код: 26.60.12.121, Количество строк: 3
ОКПД2 код: 11.02.12.114, Количество строк: 3
ОКПД2 код: 10.51.40.160, Количество строк: 3
ОКПД2 код: 32.30.15.117, Количество строк: 3
ОКПД2 код: 19.20.28.110, Количество строк: 3
ОКПД2 код: 20.14.12.141, Количество строк: 3
ОКПД2 код: 20.14.11.119, Количество строк: 3
ОКПД2 код: 19.10.10.110, Количество строк: 3
ОКПД2 код: 24.34.11.160, Количество строк: 3
ОКПД2 код: 24.20.14.110, Количество строк: 3
ОКПД2 код: 24.20.12.110, Количество строк: 3
ОКПД2 код: 24.45.30.251, Количество строк: 3
ОКПД2 код: 38.12.27.000, Количество строк: 3
ОКПД2 код: 20.13.21.140, Количество строк: 3
ОКПД2 код: 20.15.10.111, Количество строк: 3
ОКПД2 код: 20.15.10.114, Количество строк: 3
ОКПД2 код: 20.13.25.112, Количество строк: 3
ОКПД2 код: 20.15.76.000, Количество строк: 3
ОКПД2 код: 20.13.43.199, Количество строк: 3
ОКПД2 код: 20.13.51.113, Количество строк: 3
ОКПД2 код: 20.13.62.140, Количество строк: 3
ОКПД2 код: 20.16.20.116, Количество строк: 3
ОКПД2 код: 20.16.20.190, Количество строк: 3
ОКПД2 код: 20.16.56.120, Количество строк: 3
ОКПД2 код: 22.29.29.121, Количество строк: 3
ОКПД2 код: 20.30.22.240, Количество строк: 3
ОКПД2 код: 20.30.23.120, Количество строк: 3
ОКПД2 код: 20.30.23.130, Количество строк: 3
ОКПД2 код: 20.41.44.110, Количество строк: 3
ОКПД2 код: 20.14.41.120, Количество строк: 3
ОКПД2 код: 20.14.12.155, Количество строк: 3
ОКПД2 код: 20.14.32.181, Количество строк: 3
ОКПД2 код: 20.14.44.130, Количество строк: 3
ОКПД2 код: 20.41.42.190, Количество строк: 3
ОКПД2 код: 21.10.10.110, Количество строк: 3
ОКПД2 код: 20.14.52.110, Количество строк: 3
ОКПД2 код: 20.59.12.120, Количество строк: 3
ОКПД2 код: 38.32.34.200, Количество строк: 3
ОКПД2 код: 38.11.54.000, Количество строк: 3
ОКПД2 код: 22.19.73.115, Количество строк: 3
ОКПД2 код: 25.30.12.116, Количество строк: 3
ОКПД2 код: 28.22.18.181, Количество строк: 3
ОКПД2 код: 28.92.12.129, Количество строк: 3
ОКПД2 код: 28.25.20.120, Количество строк: 3
ОКПД2 код: 25.11.10.000, Количество строк: 3
ОКПД2 код: 27.40.25.121, Количество строк: 3
ОКПД2 код: 27.40.15.130, Количество строк: 3
ОКПД2 код: 27.20.23.130, Количество строк: 3
ОКПД2 код: 27.90.40.110, Количество строк: 3
ОКПД2 код: 28.96.20.000, Количество строк: 3
ОКПД2 код: 28.14.11.132, Количество строк: 3
ОКПД2 код: 28.14.20.121, Количество строк: 3
ОКПД2 код: 25.73.30.183, Количество строк: 3
ОКПД2 код: 26.51.33.136, Количество строк: 3
ОКПД2 код: 28.12.12.115, Количество строк: 3
ОКПД2 код: 28.15.26.130, Количество строк: 3
ОКПД2 код: 28.15.21.119, Количество строк: 3
ОКПД2 код: 26.51.43.143, Количество строк: 3
ОКПД2 код: 26.51.62.120, Количество строк: 3
ОКПД2 код: 26.51.12.160, Количество строк: 3
ОКПД2 код: 25.73.50.140, Количество строк: 3
ОКПД2 код: 29.32.30.121, Количество строк: 3
ОКПД2 код: 29.31.10.000, Количество строк: 3
